"all_quant[, 1]","prot_descr[all_quant[, 1], 2]","SIN_12500amol_1","SIN_12500amol_2","SIN_12500amol_3","SIN_125amol_1","SIN_125amol_2","SIN_125amol_3","SIN_25000amol_1","SIN_25000amol_2","SIN_25000amol_3","SIN_2500amol_1","SIN_2500amol_2","SIN_2500amol_3","SIN_250amol_1","SIN_250amol_2","SIN_250amol_3","SIN_50000amol_1","SIN_50000amol_2","SIN_50000amol_3","SIN_5000amol_1","SIN_5000amol_2","SIN_5000amol_3","SIN_500amol_1","SIN_500amol_2","SIN_500amol_3","SIN_50amol_1","SIN_50amol_2","SIN_50amol_3"
"sp|P00045|CYC7_YEAST","12 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HSP12 PE=1 SV=1",NA,NA,-22.2349,-22.9662,NA,-22.2852,NA,NA,NA,NA,NA,-23.017,-22.161,NA,-23.4925,NA,-23.2608,NA,NA,NA,NA,-23.1849,NA,NA,NA,NA,NA
"sp|P02741ups|CRP_HUMAN_UPS","40S ribosomal protein S1-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS1B PE=1 SV=3",NA,NA,-21.4109,NA,NA,NA,-21.2574,-19.0419,-20.4436,NA,NA,NA,NA,NA,NA,-19.1975,-20.2222,-20.8372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P04385|GAL1_YEAST","Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TKL1 PE=1 SV=4",NA,NA,-27.6965,-25.7972,-24.8336,NA,NA,NA,NA,-24.9805,-23.8859,NA,-26.6698,NA,NA,NA,NA,NA,-24.6764,NA,-25.1604,NA,NA,NA,NA,-25.5647,NA
"sp|P05744|RL33A_YEAST","Eukaryotic translation initiation factor 5A-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HYP2 PE=1 SV=3",NA,NA,-19.4231,NA,NA,NA,NA,NA,-18.9796,NA,NA,-19.404,NA,NA,NA,NA,-21.3484,NA,NA,NA,NA,NA,NA,NA,NA,-19.7552,NA
"sp|P07248|ADR1_YEAST","Aspartate aminotransferase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=AAT2 PE=1 SV=3",NA,NA,-30.2952,NA,NA,NA,NA,NA,NA,-26.3907,NA,NA,-28.0037,NA,NA,NA,NA,NA,-22.5287,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P07252|CBP1_YEAST","Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MIR1 PE=1 SV=1",NA,NA,-24.7326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P0C0V8|RS21A_YEAST","Glucan 1,3-beta-glucosidase I\II OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=EXG1 PE=1 SV=1",NA,NA,-15.914,-21.2455,-17.9793,-17.534,-21.8182,NA,-21.4722,NA,-16.4901,-20.5784,NA,-19.6167,NA,-22.3902,-17.8179,NA,NA,NA,-21.827,-20.2372,-21.592,-19.412,-17.5873,-19.9485,-21.2173
"sp|P11154|PYC1_YEAST","SEC14 cytosolic factor OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC14 PE=1 SV=3",NA,NA,-26.8164,NA,NA,NA,-27.1172,NA,NA,NA,NA,NA,NA,-24.8383,NA,NA,NA,NA,NA,NA,-25.4632,NA,NA,NA,NA,NA,NA
"sp|P11978|SIR4_YEAST","Sterol 24-C-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ERG6 PE=1 SV=4",NA,NA,-24.3409,-23.8112,NA,NA,NA,NA,NA,NA,NA,-23.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P14242|PMS1_YEAST","Nucleosome assembly protein OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NAP1 PE=1 SV=2",NA,NA,-24.5777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.7425,NA,NA,NA
"sp|P15565|TRM1_YEAST","Protein SIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SIS1 PE=1 SV=1",NA,NA,-24.2389,NA,NA,NA,NA,NA,NA,-24.5307,-23.4198,NA,NA,NA,-25.3624,NA,NA,NA,NA,-25.1885,NA,NA,NA,NA,NA,NA,NA
"sp|P18544|ARGD_YEAST","Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GRX1 PE=1 SV=1",NA,NA,-24.7765,-22.9969,-24.4029,-23.2995,-24.4805,NA,NA,NA,NA,NA,-24.5965,NA,-24.4837,NA,NA,-24.7046,-23.6271,NA,NA,NA,NA,-24.4809,-24.2958,NA,NA
"sp|P19812|UBR1_YEAST","40S ribosomal protein S2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS2 PE=1 SV=3",NA,NA,-29.0768,NA,NA,NA,-23.3649,-24.9298,NA,NA,NA,NA,NA,NA,NA,-23.4287,NA,-23.2004,NA,NA,NA,NA,NA,-24.1598,NA,NA,NA
"sp|P21306|ATP5E_YEAST","Mitochondrial protein import protein MAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YDJ1 PE=1 SV=1",NA,NA,-20.1941,-18.0354,-19.3995,NA,NA,NA,NA,NA,NA,-19.581,NA,NA,NA,-19.5238,-19.1933,-19.3986,-21.5605,-19.7404,-19.5416,NA,NA,NA,-18.6316,-17.3186,-18.4496
"sp|P21538|REB1_YEAST","Acetolactate synthase small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ILV6 PE=1 SV=2",NA,NA,-24.5868,NA,NA,NA,NA,-25.0153,NA,NA,NA,-24.318,NA,NA,-23.2164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.6778
"sp|P22147|XRN1_YEAST","Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CDC48 PE=1 SV=3",NA,NA,-23.7417,NA,-28.5217,NA,NA,NA,NA,NA,NA,NA,NA,-25.6995,-24.2833,-28.4512,-27.3711,NA,NA,NA,NA,-27.6758,-23.9747,NA,NA,NA,-27.3061
"sp|P23639|PSA2_YEAST","Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CPR3 PE=1 SV=1",NA,NA,-22.8034,-22.0286,-22.6975,-21.93,-22.9352,NA,NA,NA,-20.7896,NA,NA,-21.5897,-21.5744,NA,-23.0801,NA,-23.133,-21.9566,NA,-21.4097,-20.1764,-20.1477,-22.6618,NA,-22.6544
"sp|P24583|KPC1_YEAST","60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL5 PE=1 SV=4",NA,NA,-28.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P24813|AP2_YEAST","Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CDC60 PE=1 SV=1",NA,NA,-25.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0989,NA,NA,NA,-25.9462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25301|RAD57_YEAST","40S ribosomal protein S5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS5 PE=1 SV=3",NA,NA,-26.0289,NA,NA,-24.1283,-24.3072,NA,NA,NA,-24.4853,NA,-25.8167,NA,NA,-24.3855,NA,-24.1811,-25.1074,-27.0077,NA,-24.5489,NA,NA,NA,NA,-24.76
"sp|P25611|RDS1_YEAST","60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL16A PE=1 SV=3",NA,NA,-25.2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P25612|AAD3_YEAST","60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL16B PE=1 SV=3",NA,NA,-25.4778,-24.1232,-25.7171,-23.9204,-25.9344,NA,-25.557,NA,NA,-24.3039,-24.8048,NA,-24.6593,-24.7795,NA,-24.8061,NA,NA,-24.7445,NA,NA,-25.7302,-24.7334,-24.663,NA
"sp|P25627|BUD23_YEAST","40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS7A PE=1 SV=4",NA,NA,-20.277,-23.3967,-20.0805,NA,NA,NA,NA,-20.7108,NA,-20.8056,-21.3435,NA,NA,NA,-20.4129,NA,NA,-21.2508,-20.4172,NA,-20.1257,-19.5481,NA,NA,-20.186
"sp|P26263|PDC6_YEAST","Isocitrate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ICL1 PE=1 SV=1",NA,NA,-29.7048,NA,-26.1067,-22.7396,-25.7762,-25.7848,-25.3467,-23.8402,-28.7181,NA,NA,NA,-29.2737,NA,NA,NA,NA,-25.1461,-24.4031,-26.5278,-25.4183,-24.6422,-25.7003,-24.6015,NA
"sp|P28007|GAR1_YEAST","Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=IDH2 PE=1 SV=1",NA,NA,-21.0412,NA,-20.7152,NA,NA,NA,NA,-19.9527,NA,-20.6473,-20.7782,-20.6464,-20.7662,NA,NA,NA,NA,NA,NA,NA,-20.9393,-20.7933,NA,NA,NA
"sp|P31244|RAD16_YEAST","Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=URA1 PE=1 SV=1",NA,NA,-25.8186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P32179|MET22_YEAST","Co-chaperone protein SBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SBA1 PE=1 SV=3",NA,NA,-23.313,-23.3979,-25.6189,-23.1483,NA,NA,NA,NA,-22.4207,NA,-23.2789,-23.1164,-21.7603,-25.2416,-24.227,-25.3342,NA,NA,NA,-23.2977,-22.5856,NA,-23.7198,-21.8858,NA
"sp|P32340|NDI1_YEAST","Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=IDH1 PE=1 SV=2",NA,NA,-22.9192,-21.1248,-23.076,-22.1025,NA,-23.1425,-24.5883,-23.8949,NA,NA,-22.1689,-21.4277,-22.3292,NA,NA,NA,NA,NA,NA,-23.8104,-22.2126,-23.792,-22.0176,-22.9378,-22.2704
"sp|P32478|HS150_YEAST","60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL8B PE=1 SV=3",NA,NA,-24.8458,NA,NA,NA,NA,NA,NA,NA,NA,-26.0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P32499|NUP2_YEAST","Meiosis-specific protein MEI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MEI4 PE=1 SV=2",NA,NA,-27.2493,NA,NA,NA,NA,NA,NA,NA,-28.5024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P32832|RSC7_YEAST","Elongation factor 1-gamma 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CAM1 PE=1 SV=2",NA,NA,-24.8995,NA,NA,-24.6712,NA,NA,-25.9842,NA,NA,NA,NA,NA,NA,-24.709,-23.5438,-26.3905,-26.0155,NA,NA,NA,NA,NA,-23.7342,-23.4935,NA
"sp|P32864|RAEP_YEAST","Mannose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PMI40 PE=1 SV=4",NA,NA,-24.4334,NA,-28.4625,NA,NA,NA,NA,NA,NA,-24.8706,-24.3169,NA,NA,NA,-25.6865,NA,NA,-24.6795,NA,NA,NA,-24.4693,NA,NA,NA
"sp|P32897|TIM23_YEAST","Long-chain-fatty-acid--CoA ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=FAA1 PE=1 SV=1",NA,NA,-22.9108,NA,NA,NA,-22.14,NA,NA,-23.0432,-22.0699,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9341,NA,NA,NA,NA,NA,NA
"sp|P32901|PTR2_YEAST","Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HOM6 PE=1 SV=1",NA,NA,-27.1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P33299|PRS7_YEAST","Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CYS3 PE=1 SV=2",NA,NA,-20.9352,-21.0237,-21.5376,-21.6364,NA,NA,NA,-25.4623,NA,NA,NA,NA,NA,NA,NA,-21.0806,NA,-23.4954,NA,NA,NA,NA,NA,NA,-20.9645
"sp|P34219|TOD6_YEAST","Heat shock protein 104 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HSP104 PE=1 SV=2",NA,NA,-22.7868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P35197|GCS1_YEAST","Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACB1 PE=1 SV=3",NA,NA,-23.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4553,NA,NA,NA,NA,NA,-24.5742,NA,NA,NA,NA,NA,NA,NA,-24.2436
"sp|P36120|DBP7_YEAST","Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GUT2 PE=1 SV=2",NA,NA,-23.7628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38072|SCO2_YEAST","Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GLN1 PE=1 SV=4",NA,NA,-22.4109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38129|TAF5_YEAST","Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACH1 PE=1 SV=2",NA,NA,-26.3142,NA,-23.0687,NA,NA,NA,NA,NA,-24.242,NA,NA,-26.2927,-26.8197,NA,NA,NA,NA,-25.2385,NA,NA,NA,-27.8036,NA,NA,NA
"sp|P38147|CHK1_YEAST","Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=EFT1 PE=1 SV=1",NA,NA,-25.3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38198|STU1_YEAST","Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MVD1 PE=1 SV=2",NA,NA,-25.9045,NA,-28.2722,-24.8169,NA,NA,NA,NA,NA,NA,-26.2259,NA,NA,NA,NA,NA,NA,-26.3906,NA,-26.1889,NA,NA,NA,NA,-26.3176
"sp|P38355|YB8B_YEAST","Proteasome subunit alpha type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PUP2 PE=1 SV=2",NA,NA,-23.2829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38358|VBA2_YEAST","Actin-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARP2 PE=1 SV=1",NA,NA,-23.8786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38634|SIC1_YEAST","Single-stranded DNA-binding protein RIM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RIM1 PE=1 SV=1",NA,NA,-23.0842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38759|VPS29_YEAST","Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARO4 PE=1 SV=2",NA,NA,-23.7905,NA,NA,NA,NA,NA,NA,-22.7294,NA,NA,NA,NA,NA,NA,NA,NA,-22.0667,-23.5246,NA,NA,NA,NA,NA,NA,NA
"sp|P38776|YHK8_YEAST","Aminopeptidase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=APE2 PE=1 SV=4",NA,NA,-24.1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P38826|ORC6_YEAST","Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=EFB1 PE=1 SV=4",NA,NA,-23.3888,NA,-23.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4309,NA,NA,NA,NA
"sp|P39002|LCF3_YEAST","Squalene monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ERG1 PE=1 SV=2",NA,NA,-26.5514,-30.9237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P39077|TCPG_YEAST","Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GCD11 PE=1 SV=1",NA,NA,-23.2317,NA,-24.909,-22.7245,NA,-23.4848,-23.3424,-24.6753,-23.1432,-24.6598,NA,NA,-23.4592,-21.6226,-23.7112,-23.8589,NA,-22.791,-23.8252,NA,NA,NA,-21.7344,-22.9244,-23.1275
"sp|P39713|BDH2_YEAST","Eukaryotic translation initiation factor 3 subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NIP1 PE=1 SV=2",NA,NA,-27.9419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.0431,NA,NA,NA,NA,NA,NA
"sp|P39717|GPB2_YEAST","Zuotin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ZUO1 PE=1 SV=1",NA,NA,-25.5803,-23.3083,-24.8038,-25.3698,NA,NA,-26.138,NA,NA,NA,-24.8246,NA,NA,NA,NA,NA,-25.8225,NA,NA,NA,NA,-26.1927,NA,-22.722,-23.3382
"sp|P40015|ISC1_YEAST","26S proteasome regulatory subunit RPN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPN2 PE=1 SV=4",NA,NA,-22.6019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P40026|KRE29_YEAST","Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CYS4 PE=1 SV=1",NA,NA,-23.6915,NA,-23.7639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.5232,-22.7203,NA,NA,NA,NA,NA,NA,NA,NA,-24.143
"sp|P40032|TPA1_YEAST","Serine\threonine-protein phosphatase PP1-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GLC7 PE=1 SV=1",NA,NA,-24.6168,NA,NA,NA,NA,NA,NA,-24.4328,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.06,-24.1322,NA,-23.376,NA,NA,NA,NA
"sp|P40260|MEP1_YEAST","Fimbrin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SAC6 PE=1 SV=1",NA,NA,-25.1614,-26.9259,NA,-25.4508,NA,NA,NA,NA,NA,-25.5086,NA,NA,NA,-26.0073,NA,-25.6797,NA,-26.0868,NA,NA,NA,NA,NA,NA,NA
"sp|P40462|TM108_YEAST","Fumarate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=FRD1 PE=1 SV=1",NA,NA,-24.8388,NA,NA,NA,-24.9493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.3459,NA,NA,NA,NA,NA,NA,NA,-25.5118,-24.5305
"sp|P40850|MKT1_YEAST","S-(hydroxymethyl)glutathione dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SFA1 PE=1 SV=1",NA,NA,-25.0219,-22.5596,-24.6364,-24.1349,-26.1134,NA,NA,NA,NA,-23.2471,NA,-22.2953,-22.7238,NA,NA,NA,-24.9043,-23.2605,-25.0115,-22.1006,-25.149,-23.2226,-23.1763,-22.6039,-22.1839
"sp|P40961|PHB1_YEAST","1,4-alpha-glucan-branching enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GLC3 PE=1 SV=2",NA,NA,-26.4668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3014
"sp|P41818|GLC8_YEAST","GTP-binding nuclear protein GSP1\CNR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GSP1 PE=1 SV=1",NA,NA,-20.538,NA,-19.3122,-20.0535,-20.8318,NA,NA,NA,NA,-20.2488,-20.4583,NA,NA,NA,NA,-23.1202,NA,-20.4503,-20.5622,NA,NA,-20.2853,NA,NA,NA
"sp|P41832|BNI1_YEAST","UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=UGP1 PE=1 SV=1",NA,NA,-26.7616,-27.3515,NA,-26.7391,NA,NA,NA,-25.2477,NA,NA,NA,-26.1993,-26.5788,-26.625,-26.052,NA,-24.7531,-24.7961,NA,-26.1487,NA,NA,NA,NA,NA
"sp|P42073|REF2_YEAST","40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS0A PE=1 SV=3",NA,NA,-23.7822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.803,NA,NA
"sp|P42826|XKS1_YEAST","Eukaryotic translation initiation factor eIF-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SUI1 PE=1 SV=1",NA,NA,-24.8981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P42949|TIM16_YEAST","26S proteasome regulatory subunit 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPT5 PE=1 SV=3",NA,NA,-23.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P45819|SPO74_YEAST","NAD-specific glutamate dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GDH2 PE=1 SV=1",NA,NA,-21.4356,NA,NA,NA,NA,NA,-23.1167,NA,NA,NA,NA,NA,-22.4203,-22.8771,NA,NA,NA,-21.8187,NA,NA,NA,NA,NA,NA,NA
"sp|P46970|NMD5_YEAST","Nuclear transport factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NTF2 PE=1 SV=2",NA,NA,-25.8281,NA,NA,NA,-28.1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P47079|TCPQ_YEAST","Heat shock protein 78, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HSP78 PE=1 SV=2",NA,NA,-24.6291,NA,-24.7834,NA,-23.6825,-22.6259,NA,-23.0804,-24.9003,NA,-23.5106,-24.561,-22.7145,NA,NA,-22.9203,-23.4765,-23.8325,-23.5457,NA,-24.9617,NA,NA,-23.5269,-23.1557
"sp|P49334|TOM22_YEAST","Imidazole glycerol phosphate synthase hisHF OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HIS7 PE=1 SV=2",NA,NA,-24.5789,NA,-25.1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P49435|APT1_YEAST","Eukaryotic translation initiation factor 4B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TIF3 PE=1 SV=1",NA,NA,-21.5997,-20.6757,-20.9591,NA,NA,NA,NA,NA,NA,NA,-21.1627,-21.1847,-20.9083,NA,NA,NA,-20.2877,-19.9246,-20.3629,NA,-20.3974,-20.2637,-19.426,-21.0508,-20.4821
"sp|P52868|CWC23_YEAST","EH domain-containing and endocytosis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=EDE1 PE=1 SV=2",NA,NA,-21.5075,NA,-21.6889,NA,-21.4813,-21.8877,NA,-21.9918,-21.8329,-22.1971,NA,-21.461,NA,NA,NA,NA,NA,NA,NA,-22.7741,NA,NA,NA,NA,-20.2032
"sp|P52893|ALAM_YEAST","Peroxiredoxin PRX1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRX1 PE=1 SV=1",NA,NA,-23.1803,NA,NA,-22.6297,-22.4698,NA,NA,-23.55,-23.3744,NA,-23.0941,NA,NA,NA,NA,-23.2806,NA,NA,NA,NA,NA,-23.1416,-27.0143,-23.4674,NA
